date,op_type,flight,airline,tail_id,origin,destination,sched_time_local,actual_time_local,delay_min,hour,dow,status,propagated_from_prev,cascade_caused
2025-08-14,ARRIVAL,6E545,6E,VT-A065,DXB,BOM,2025-08-14 10:23:00,2025-08-14 11:12:00,49,10,Thursday,DELAYED,0.0,10.0
2025-08-14,DEPARTURE,I5513,I5,VT-A065,BOM,SIN,2025-08-14 11:47:00,2025-08-14 12:04:00,17,11,Thursday,DELAYED,10.0,0.0
2025-08-14,ARRIVAL,BA165,BA,VT-A065,SIN,BOM,2025-08-14 18:06:00,2025-08-14 18:24:00,18,18,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,6E573,6E,VT-A065,BOM,CCJ,2025-08-14 19:18:00,2025-08-14 19:14:00,-4,19,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,G8279,G8,VT-A065,CCJ,BOM,2025-08-14 21:58:00,2025-08-14 22:52:00,54,21,Thursday,DELAYED,0.0,11.0
2025-08-14,DEPARTURE,QR623,QR,VT-A065,BOM,DOH,2025-08-14 23:26:00,2025-08-15 00:18:00,52,23,Thursday,DELAYED,11.0,0.0
2025-08-15,DEPARTURE,AI268,AI,VT-A065,BOM,GOI,2025-08-15 05:21:00,2025-08-15 05:36:00,15,5,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,EK820,EK,VT-A065,GOI,BOM,2025-08-15 07:57:00,2025-08-15 08:25:00,28,7,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,QP114,QP,VT-A065,DOH,BOM,2025-08-15 09:32:00,2025-08-15 10:18:00,46,9,Friday,DELAYED,0.0,82.0
2025-08-15,DEPARTURE,AI812,AI,VT-A065,BOM,DEL,2025-08-15 09:41:00,2025-08-15 10:30:00,49,9,Friday,DELAYED,82.0,0.0
2025-08-15,ARRIVAL,6E501,6E,VT-A065,DEL,BOM,2025-08-15 13:12:00,2025-08-15 13:31:00,19,13,Friday,DELAYED,0.0,5.0
2025-08-15,DEPARTURE,I5177,I5,VT-A065,BOM,LHR,2025-08-15 14:11:00,2025-08-15 14:08:00,-3,14,Friday,ON_TIME,5.0,0.0
2025-08-16,ARRIVAL,QR776,QR,VT-A065,CCU,BOM,2025-08-16 05:20:00,2025-08-16 05:35:00,15,5,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,QR230,QR,VT-A065,BOM,SIN,2025-08-16 06:31:00,2025-08-16 06:51:00,20,6,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,BA387,BA,VT-A065,SIN,BOM,2025-08-16 11:12:00,2025-08-16 11:38:00,26,11,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,6E393,6E,VT-A065,BOM,CCJ,2025-08-16 12:39:00,2025-08-16 12:39:00,0,12,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,G8726,G8,VT-A065,CCJ,BOM,2025-08-16 15:17:00,2025-08-16 15:26:00,9,15,Saturday,ON_TIME,0.0,1.0
2025-08-16,DEPARTURE,SG865,SG,VT-A065,BOM,BLR,2025-08-16 16:10:00,2025-08-16 16:04:00,-6,16,Saturday,ON_TIME,1.0,0.0
2025-08-16,ARRIVAL,6E774,6E,VT-A065,BLR,BOM,2025-08-16 18:16:00,2025-08-16 18:06:00,-10,18,Saturday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,QR880,QR,VT-A066,BOM,DOH,2025-08-10 05:40:00,2025-08-10 05:47:00,7,5,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,QP709,QP,VT-A066,DOH,BOM,2025-08-10 11:20:00,2025-08-10 11:54:00,34,11,Sunday,DELAYED,0.0,17.0
2025-08-10,DEPARTURE,AI118,AI,VT-A066,BOM,HYD,2025-08-10 12:22:00,2025-08-10 12:38:00,16,12,Sunday,DELAYED,17.0,0.0
2025-08-10,ARRIVAL,QP430,QP,VT-A066,HYD,BOM,2025-08-10 14:11:00,2025-08-10 14:15:00,4,14,Sunday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,EK353,EK,VT-A066,BOM,HYD,2025-08-11 10:11:00,2025-08-11 10:22:00,11,10,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,I5496,I5,VT-A066,HYD,BOM,2025-08-11 12:35:00,2025-08-11 12:59:00,24,12,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,SQ792,SQ,VT-A066,BOM,MAA,2025-08-11 13:48:00,2025-08-11 14:07:00,19,13,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,I5461,I5,VT-A066,MAA,BOM,2025-08-11 16:09:00,2025-08-11 16:07:00,-2,16,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,I5851,I5,VT-A066,BOM,GOI,2025-08-11 16:56:00,2025-08-11 17:17:00,21,16,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,I5676,I5,VT-A066,GOI,BOM,2025-08-11 19:12:00,2025-08-11 19:54:00,42,19,Monday,DELAYED,0.0,5.0
2025-08-11,DEPARTURE,QP320,QP,VT-A066,BOM,MAA,2025-08-11 20:34:00,2025-08-11 21:00:00,26,20,Monday,DELAYED,5.0,0.0
2025-08-11,ARRIVAL,I5560,I5,VT-A066,MAA,BOM,2025-08-11 23:07:00,2025-08-11 23:19:00,12,23,Monday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,SG194,SG,VT-A066,SIN,BOM,2025-08-12 05:31:00,2025-08-12 05:31:00,0,5,Tuesday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,6E604,6E,VT-A066,BOM,DOH,2025-08-12 06:30:00,2025-08-12 06:44:00,14,6,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,6E737,6E,VT-A066,DOH,BOM,2025-08-12 15:16:00,2025-08-12 15:09:00,-7,15,Tuesday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,UK967,UK,VT-A066,BOM,BLR,2025-08-12 16:06:00,2025-08-12 16:20:00,14,16,Tuesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,SQ749,SQ,VT-A066,BOM,SIN,2025-08-13 07:02:00,2025-08-13 07:27:00,25,7,Wednesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,QP120,QP,VT-A066,SIN,BOM,2025-08-13 15:19:00,2025-08-13 15:22:00,3,15,Wednesday,ON_TIME,0.0,20.0
2025-08-13,DEPARTURE,G8759,G8,VT-A066,BOM,HYD,2025-08-13 15:47:00,2025-08-13 16:17:00,30,15,Wednesday,DELAYED,20.0,0.0
2025-08-13,ARRIVAL,AI647,AI,VT-A066,HYD,BOM,2025-08-13 18:13:00,2025-08-13 18:48:00,35,18,Wednesday,DELAYED,0.0,1.0
2025-08-13,DEPARTURE,AI329,AI,VT-A066,BOM,LHR,2025-08-13 19:32:00,2025-08-13 20:41:00,69,19,Wednesday,DELAYED,1.0,0.0
2025-08-14,ARRIVAL,QR974,QR,VT-A066,LHR,BOM,2025-08-14 01:32:00,2025-08-14 01:32:00,0,1,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,SQ632,SQ,VT-A066,HYD,BOM,2025-08-14 10:52:00,2025-08-14 10:45:00,-7,10,Thursday,ON_TIME,0.0,0.0
2025-08-14,DEPARTURE,SG273,SG,VT-A066,BOM,SIN,2025-08-14 11:35:00,2025-08-14 11:42:00,7,11,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,UK159,UK,VT-A066,SIN,BOM,2025-08-14 18:39:00,2025-08-14 19:15:00,36,18,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,EK756,EK,VT-A066,BOM,DXB,2025-08-14 20:09:00,2025-08-14 20:14:00,5,20,Thursday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,6E624,6E,VT-A066,DXB,BOM,2025-08-15 02:10:00,2025-08-15 02:09:00,-1,2,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,6E502,6E,VT-A066,BOM,DXB,2025-08-15 09:00:00,2025-08-15 09:58:00,58,9,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,I5511,I5,VT-A066,DXB,BOM,2025-08-15 17:02:00,2025-08-15 17:23:00,21,17,Friday,DELAYED,0.0,8.0
2025-08-15,DEPARTURE,BA560,BA,VT-A066,BOM,AMD,2025-08-15 18:00:00,2025-08-15 18:13:00,13,18,Friday,DELAYED,8.0,0.0
2025-08-15,ARRIVAL,6E452,6E,VT-A066,AMD,BOM,2025-08-15 22:00:00,2025-08-15 21:53:00,-7,22,Friday,ON_TIME,0.0,7.0
2025-08-15,DEPARTURE,QP576,QP,VT-A066,BOM,TRV,2025-08-15 22:31:00,2025-08-15 22:21:00,-10,22,Friday,ON_TIME,7.0,0.0
2025-08-16,ARRIVAL,UK602,UK,VT-A066,TRV,BOM,2025-08-16 01:11:00,2025-08-16 01:17:00,6,1,Saturday,ON_TIME,0.0,6.0
2025-08-16,DEPARTURE,SG858,SG,VT-A066,BOM,BLR,2025-08-16 01:56:00,2025-08-16 02:09:00,13,1,Saturday,DELAYED,6.0,0.0
2025-08-16,ARRIVAL,SQ541,SQ,VT-A066,BLR,BOM,2025-08-16 04:00:00,2025-08-16 04:14:00,14,4,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,AI181,AI,VT-A066,BOM,SIN,2025-08-16 07:55:00,2025-08-16 08:23:00,28,7,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,SG658,SG,VT-A066,SIN,BOM,2025-08-16 12:14:00,2025-08-16 12:30:00,16,12,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,I5925,I5,VT-A066,BOM,HYD,2025-08-16 13:19:00,2025-08-16 13:59:00,40,13,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,BA652,BA,VT-A066,HYD,BOM,2025-08-16 16:37:00,2025-08-16 16:50:00,13,16,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,I5842,I5,VT-A066,BOM,CCU,2025-08-16 17:45:00,2025-08-16 17:39:00,-6,17,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,G8636,G8,VT-A066,CCU,BOM,2025-08-16 19:35:00,2025-08-16 20:04:00,29,19,Saturday,DELAYED,0.0,17.0
2025-08-16,DEPARTURE,BA451,BA,VT-A066,BOM,TRV,2025-08-16 20:32:00,2025-08-16 20:36:00,4,20,Saturday,ON_TIME,17.0,0.0
2025-08-10,DEPARTURE,SQ824,SQ,VT-A067,BOM,GOI,2025-08-10 10:53:00,2025-08-10 11:28:00,35,10,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,AI927,AI,VT-A067,GOI,BOM,2025-08-10 14:52:00,2025-08-10 14:43:00,-9,14,Sunday,ON_TIME,0.0,2.0
2025-08-10,DEPARTURE,SQ516,SQ,VT-A067,BOM,DXB,2025-08-10 15:26:00,2025-08-10 15:16:00,-10,15,Sunday,ON_TIME,2.0,0.0
2025-08-10,ARRIVAL,EK366,EK,VT-A067,DXB,BOM,2025-08-10 21:02:00,2025-08-10 20:52:00,-10,21,Sunday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,I5701,I5,VT-A067,BLR,BOM,2025-08-11 10:03:00,2025-08-11 10:11:00,8,10,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,SG452,SG,VT-A067,BOM,DOH,2025-08-11 10:57:00,2025-08-11 11:36:00,39,10,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,6E383,6E,VT-A067,DOH,BOM,2025-08-11 19:31:00,2025-08-11 20:08:00,37,19,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,G8581,G8,VT-A067,BOM,DOH,2025-08-11 21:04:00,2025-08-11 21:25:00,21,21,Monday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,SG521,SG,VT-A067,DOH,BOM,2025-08-12 02:42:00,2025-08-12 02:37:00,-5,2,Tuesday,ON_TIME,0.0,1.0
2025-08-12,DEPARTURE,UK170,UK,VT-A067,BOM,BLR,2025-08-12 03:21:00,2025-08-12 03:40:00,19,3,Tuesday,DELAYED,1.0,0.0
2025-08-12,DEPARTURE,SG715,SG,VT-A067,BOM,MAA,2025-08-12 10:37:00,2025-08-12 10:43:00,6,10,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,SG562,SG,VT-A067,MAA,BOM,2025-08-12 13:14:00,2025-08-12 13:27:00,13,13,Tuesday,DELAYED,0.0,9.0
2025-08-12,DEPARTURE,QP139,QP,VT-A067,BOM,PNQ,2025-08-12 14:03:00,2025-08-12 14:07:00,4,14,Tuesday,ON_TIME,9.0,0.0
2025-08-12,ARRIVAL,BA278,BA,VT-A067,PNQ,BOM,2025-08-12 17:03:00,2025-08-12 17:03:00,0,17,Tuesday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,BA960,BA,VT-A067,BOM,AMD,2025-08-12 18:15:00,2025-08-12 18:05:00,-10,18,Tuesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,AI504,AI,VT-A067,BOM,DXB,2025-08-13 08:35:00,2025-08-13 08:47:00,12,8,Wednesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,BA525,BA,VT-A067,DXB,BOM,2025-08-13 16:13:00,2025-08-13 16:17:00,4,16,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,SG724,SG,VT-A067,BOM,GOI,2025-08-13 17:15:00,2025-08-13 17:14:00,-1,17,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,I5565,I5,VT-A067,GOI,BOM,2025-08-13 19:03:00,2025-08-13 19:13:00,10,19,Wednesday,ON_TIME,0.0,3.0
2025-08-13,DEPARTURE,QP412,QP,VT-A067,BOM,PNQ,2025-08-13 19:55:00,2025-08-13 20:20:00,25,19,Wednesday,DELAYED,3.0,0.0
2025-08-13,ARRIVAL,6E407,6E,VT-A067,PNQ,BOM,2025-08-13 22:59:00,2025-08-13 23:25:00,26,22,Wednesday,DELAYED,0.0,20.0
2025-08-13,DEPARTURE,UK834,UK,VT-A067,BOM,DXB,2025-08-13 23:50:00,2025-08-14 00:11:00,21,23,Wednesday,DELAYED,20.0,0.0
2025-08-14,ARRIVAL,BA407,BA,VT-A067,DXB,BOM,2025-08-14 06:13:00,2025-08-14 06:10:00,-3,6,Thursday,ON_TIME,0.0,6.0
2025-08-14,DEPARTURE,SQ100,SQ,VT-A067,BOM,DXB,2025-08-14 06:49:00,2025-08-14 07:00:00,11,6,Thursday,DELAYED,6.0,0.0
2025-08-14,ARRIVAL,QP259,QP,VT-A067,DXB,BOM,2025-08-14 15:21:00,2025-08-14 15:11:00,-10,15,Thursday,ON_TIME,0.0,17.0
2025-08-14,DEPARTURE,SQ130,SQ,VT-A067,BOM,CCJ,2025-08-14 15:39:00,2025-08-14 15:29:00,-10,15,Thursday,ON_TIME,17.0,0.0
2025-08-14,ARRIVAL,I5964,I5,VT-A067,CCJ,BOM,2025-08-14 18:20:00,2025-08-14 18:39:00,19,18,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,QR108,QR,VT-A067,BOM,GOI,2025-08-14 19:27:00,2025-08-14 20:10:00,43,19,Thursday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,6E777,6E,VT-A067,BOM,SIN,2025-08-15 07:56:00,2025-08-15 08:14:00,18,7,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,BA225,BA,VT-A067,SIN,BOM,2025-08-15 11:59:00,2025-08-15 12:43:00,44,11,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,SQ382,SQ,VT-A067,BOM,CCJ,2025-08-15 13:58:00,2025-08-15 14:15:00,17,13,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,QR491,QR,VT-A067,CCJ,BOM,2025-08-15 17:18:00,2025-08-15 17:43:00,25,17,Friday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,SQ555,SQ,VT-A067,BOM,MAA,2025-08-16 07:20:00,2025-08-16 07:10:00,-10,7,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,QR797,QR,VT-A067,MAA,BOM,2025-08-16 10:41:00,2025-08-16 11:26:00,45,10,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,G8674,G8,VT-A067,BOM,DEL,2025-08-16 12:25:00,2025-08-16 12:22:00,-3,12,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,G8607,G8,VT-A067,DEL,BOM,2025-08-16 15:06:00,2025-08-16 15:11:00,5,15,Saturday,ON_TIME,0.0,9.0
2025-08-16,DEPARTURE,G8877,G8,VT-A067,BOM,TRV,2025-08-16 15:47:00,2025-08-16 16:08:00,21,15,Saturday,DELAYED,9.0,0.0
2025-08-16,ARRIVAL,I5492,I5,VT-A067,TRV,BOM,2025-08-16 17:55:00,2025-08-16 17:58:00,3,17,Saturday,ON_TIME,0.0,7.0
2025-08-16,DEPARTURE,QP287,QP,VT-A067,BOM,DXB,2025-08-16 18:36:00,2025-08-16 19:05:00,29,18,Saturday,DELAYED,7.0,0.0
2025-08-10,DEPARTURE,I5876,I5,VT-A068,BOM,CCU,2025-08-10 10:13:00,2025-08-10 11:08:00,55,10,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,QP728,QP,VT-A068,CCU,BOM,2025-08-10 14:01:00,2025-08-10 14:11:00,10,14,Sunday,ON_TIME,0.0,15.0
2025-08-10,DEPARTURE,QP232,QP,VT-A068,BOM,SIN,2025-08-10 14:41:00,2025-08-10 15:07:00,26,14,Sunday,DELAYED,15.0,0.0
2025-08-10,ARRIVAL,QR142,QR,VT-A068,SIN,BOM,2025-08-10 21:16:00,2025-08-10 21:56:00,40,21,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,SQ425,SQ,VT-A068,BOM,HYD,2025-08-10 23:00:00,2025-08-10 23:46:00,46,23,Sunday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,EK150,EK,VT-A068,HYD,BOM,2025-08-11 02:45:00,2025-08-11 02:47:00,2,2,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,QP320,QP,VT-A068,BOM,TRV,2025-08-11 09:50:00,2025-08-11 10:22:00,32,9,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,SQ406,SQ,VT-A068,TRV,BOM,2025-08-11 12:43:00,2025-08-11 13:05:00,22,12,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,QP709,QP,VT-A068,BOM,HYD,2025-08-11 14:16:00,2025-08-11 14:24:00,8,14,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,UK672,UK,VT-A068,HYD,BOM,2025-08-11 16:32:00,2025-08-11 16:36:00,4,16,Monday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,SQ269,SQ,VT-A068,BOM,CCU,2025-08-12 10:36:00,2025-08-12 11:04:00,28,10,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,6E863,6E,VT-A068,CCU,BOM,2025-08-12 14:02:00,2025-08-12 14:02:00,0,14,Tuesday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,AI349,AI,VT-A068,BOM,BLR,2025-08-12 14:58:00,2025-08-12 14:51:00,-7,14,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,SG858,SG,VT-A068,BLR,BOM,2025-08-12 17:38:00,2025-08-12 17:57:00,19,17,Tuesday,DELAYED,0.0,12.0
2025-08-12,DEPARTURE,BA974,BA,VT-A068,BOM,DOH,2025-08-12 18:30:00,2025-08-12 19:01:00,31,18,Tuesday,DELAYED,12.0,0.0
2025-08-13,ARRIVAL,QR249,QR,VT-A068,CCU,BOM,2025-08-13 07:02:00,2025-08-13 07:45:00,43,7,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,QP128,QP,VT-A068,BOM,LHR,2025-08-13 09:03:00,2025-08-13 09:49:00,46,9,Wednesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,I5487,I5,VT-A068,LHR,BOM,2025-08-13 16:42:00,2025-08-13 16:54:00,12,16,Wednesday,DELAYED,0.0,6.0
2025-08-13,DEPARTURE,SQ646,SQ,VT-A068,BOM,CCU,2025-08-13 17:33:00,2025-08-13 17:31:00,-2,17,Wednesday,ON_TIME,6.0,0.0
2025-08-13,ARRIVAL,BA659,BA,VT-A068,CCU,BOM,2025-08-13 19:33:00,2025-08-13 19:43:00,10,19,Wednesday,ON_TIME,0.0,0.0
2025-08-14,DEPARTURE,BA304,BA,VT-A068,BOM,AMD,2025-08-14 06:08:00,2025-08-14 06:19:00,11,6,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,6E866,6E,VT-A068,AMD,BOM,2025-08-14 09:20:00,2025-08-14 10:01:00,41,9,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,SQ778,SQ,VT-A068,BOM,TRV,2025-08-14 10:57:00,2025-08-14 11:37:00,40,10,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,EK219,EK,VT-A068,TRV,BOM,2025-08-14 14:22:00,2025-08-14 14:48:00,26,14,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,6E151,6E,VT-A068,BOM,LHR,2025-08-14 15:58:00,2025-08-14 16:07:00,9,15,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,SQ229,SQ,VT-A068,LHR,BOM,2025-08-14 22:54:00,2025-08-14 23:19:00,25,22,Thursday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,EK199,EK,VT-A068,BOM,PNQ,2025-08-15 00:09:00,2025-08-15 00:09:00,0,0,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,QR641,QR,VT-A068,PNQ,BOM,2025-08-15 03:07:00,2025-08-15 03:23:00,16,3,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,6E914,6E,VT-A068,BOM,HYD,2025-08-15 10:23:00,2025-08-15 10:42:00,19,10,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,SQ571,SQ,VT-A068,HYD,BOM,2025-08-15 12:39:00,2025-08-15 12:58:00,19,12,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,6E574,6E,VT-A068,BOM,CCJ,2025-08-15 14:07:00,2025-08-15 13:59:00,-8,14,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,I5159,I5,VT-A068,CCJ,BOM,2025-08-15 15:52:00,2025-08-15 16:08:00,16,15,Friday,DELAYED,0.0,13.0
2025-08-15,DEPARTURE,I5493,I5,VT-A068,BOM,TRV,2025-08-15 16:40:00,2025-08-15 16:43:00,3,16,Friday,ON_TIME,13.0,0.0
2025-08-15,ARRIVAL,SQ537,SQ,VT-A068,TRV,BOM,2025-08-15 18:40:00,2025-08-15 19:09:00,29,18,Friday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,BA780,BA,VT-A068,CCJ,BOM,2025-08-16 09:21:00,2025-08-16 10:02:00,41,9,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,AI450,AI,VT-A068,BOM,DOH,2025-08-16 11:10:00,2025-08-16 11:37:00,27,11,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,BA766,BA,VT-A068,DOH,BOM,2025-08-16 19:23:00,2025-08-16 19:44:00,21,19,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,QR144,QR,VT-A068,BOM,CCJ,2025-08-16 21:03:00,2025-08-16 21:01:00,-2,21,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,UK932,UK,VT-A068,CCJ,BOM,2025-08-16 23:43:00,2025-08-16 23:44:00,1,23,Saturday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,QP433,QP,VT-A069,BOM,DOH,2025-08-10 09:12:00,2025-08-10 09:39:00,27,9,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,AI747,AI,VT-A069,DOH,BOM,2025-08-10 17:49:00,2025-08-10 18:06:00,17,17,Sunday,DELAYED,0.0,18.0
2025-08-10,DEPARTURE,QP101,QP,VT-A069,BOM,PNQ,2025-08-10 18:33:00,2025-08-10 18:57:00,24,18,Sunday,DELAYED,18.0,0.0
2025-08-10,ARRIVAL,BA685,BA,VT-A069,PNQ,BOM,2025-08-10 21:24:00,2025-08-10 21:23:00,-1,21,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,BA258,BA,VT-A069,BOM,CCJ,2025-08-10 22:24:00,2025-08-10 22:34:00,10,22,Sunday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,QP135,QP,VT-A069,CCJ,BOM,2025-08-11 01:14:00,2025-08-11 01:20:00,6,1,Monday,ON_TIME,0.0,11.0
2025-08-11,DEPARTURE,UK874,UK,VT-A069,BOM,TRV,2025-08-11 01:54:00,2025-08-11 01:50:00,-4,1,Monday,ON_TIME,11.0,0.0
2025-08-11,DEPARTURE,SQ204,SQ,VT-A069,BOM,GOI,2025-08-11 06:42:00,2025-08-11 07:22:00,40,6,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,I5354,I5,VT-A069,GOI,BOM,2025-08-11 09:47:00,2025-08-11 10:18:00,31,9,Monday,DELAYED,0.0,2.0
2025-08-11,DEPARTURE,SG727,SG,VT-A069,BOM,CCJ,2025-08-11 11:01:00,2025-08-11 10:59:00,-2,11,Monday,ON_TIME,2.0,0.0
2025-08-11,ARRIVAL,UK963,UK,VT-A069,CCJ,BOM,2025-08-11 13:24:00,2025-08-11 13:45:00,21,13,Monday,DELAYED,0.0,14.0
2025-08-11,DEPARTURE,EK189,EK,VT-A069,BOM,SIN,2025-08-11 14:16:00,2025-08-11 14:29:00,13,14,Monday,DELAYED,14.0,0.0
2025-08-11,ARRIVAL,EK393,EK,VT-A069,SIN,BOM,2025-08-11 22:17:00,2025-08-11 22:42:00,25,22,Monday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,EK935,EK,VT-A069,BOM,CCU,2025-08-12 00:01:00,2025-08-12 00:22:00,21,0,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,EK997,EK,VT-A069,CCU,BOM,2025-08-12 02:42:00,2025-08-12 02:41:00,-1,2,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,I5588,I5,VT-A069,BLR,BOM,2025-08-12 08:28:00,2025-08-12 08:19:00,-9,8,Tuesday,ON_TIME,0.0,20.0
2025-08-12,DEPARTURE,6E176,6E,VT-A069,BOM,DEL,2025-08-12 08:44:00,2025-08-12 08:50:00,6,8,Tuesday,ON_TIME,20.0,0.0
2025-08-12,ARRIVAL,EK316,EK,VT-A069,DEL,BOM,2025-08-12 11:56:00,2025-08-12 11:46:00,-10,11,Tuesday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,AI110,AI,VT-A069,BOM,MAA,2025-08-12 12:44:00,2025-08-12 12:43:00,-1,12,Tuesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,SG370,SG,VT-A069,BOM,DXB,2025-08-13 10:46:00,2025-08-13 10:54:00,8,10,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,QR863,QR,VT-A069,DXB,BOM,2025-08-13 15:39:00,2025-08-13 16:12:00,33,15,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,QR133,QR,VT-A069,BOM,DOH,2025-08-13 17:07:00,2025-08-13 17:26:00,19,17,Wednesday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,UK669,UK,VT-A069,DOH,BOM,2025-08-14 01:32:00,2025-08-14 01:32:00,0,1,Thursday,ON_TIME,0.0,3.0
